
***************************************
Calculating total value of all items...
***************************************

Total value: $8,717,398.45

***************************************
Calculating total value by bot...
***************************************

76561198583274760: $115,740.88 (517)
Sticker | gob b (Foil) | Krakow 2017: $142.40 (10)
Sticker | GeT_RiGhT (Foil) | Cologne 2015: $142.38 (6)
Sticker | Furlan (Foil) | Cluj-Napoca 2015: $142.20 (10)
Sticker | Misfits Gaming (Holo) | Boston 2018: $142.17 (21)
StatTrak™ Glock-18 | Royal Legion (Battle-Scarred): $142.12 (44)
StatTrak™ Glock-18 | Grinder (Field-Tested): $142.12 (34)
Galil AR | Sandstorm (Minimal Wear): $142.12 (44)
XM1014 | Blue Spruce (Field-Tested): $141.97 (14,197)
Souvenir Glock-18 | Groundwater (Minimal Wear): $141.96 (12)
StatTrak™ SSG 08 | Necropos (Minimal Wear): $141.90 (129)
Sticker | shroud | Cologne 2015: $141.84 (8)
Sticker | B1ad3 | Atlanta 2017: $141.80 (10)
StatTrak™ AWP | Fever Dream (Factory New): $141.70 (5)
Souvenir AUG | Radiation Hazard (Factory New): $141.67 (31)
Sticker | ScreaM (Foil) | MLG Columbus 2016: $141.64 (2)
SSG 08 | Tropical Storm (Minimal Wear): $141.60 (10)
Sticker | Snax (Foil) | Cologne 2016: $141.54 (7)
MP9 | Ruby Poison Dart (Minimal Wear): $141.36 (114)
MAG-7 | Storm (Field-Tested): $141.35 (257)
MP9 | Ruby Poison Dart (Factory New): $141.29 (71)
Souvenir Desert Eagle | Urban Rubble (Factory New): $141.03 (9)
Sealed Graffiti | HellRaisers | Atlanta 2017: $140.91 (33)
Tec-9 | Tornado (Field-Tested): $140.85 (45)
XM1014 | Jungle (Field-Tested): $140.79 (57)
StatTrak™ PP-Bizon | Water Sigil (Factory New): $140.76 (23)
Negev | Loudmouth (Minimal Wear): $140.66 (26)
Souvenir MP9 | Setting Sun (Field-Tested): $140.66 (26)
StatTrak™ USP-S | Lead Conduit (Battle-Scarred): $140.58 (66)
SG 553 | Gator Mesh (Field-Tested): $140.58 (11)
Sticker | loWel (Foil) | Atlanta 2017: $140.56 (7)
Autograph Capsule | Titan | Cologne 2015: $140.49 (9)
StatTrak™ USP-S | Caiman (Well-Worn): $140.42 (2)
MAG-7 | Irradiated Alert (Battle-Scarred): $140.40 (54)
Negev | Palm (Battle-Scarred): $140.27 (13)
Sticker | MSL (Foil) | Krakow 2017: $140.20 (5)
Five-SeveN | Fowl Play (Factory New): $140.16 (24)
StatTrak™ USP-S | Overgrowth (Well-Worn): $139.64 (4)
Sticker | Xizt (Foil) | Cluj-Napoca 2015: $139.58 (14)
SCAR-20 | Sand Mesh (Field-Tested): $139.56 (13,956)
Sticker | bodyy | Atlanta 2017: $139.48 (44)
StatTrak™ USP-S | Blueprint (Well-Worn): $139.44 (14)
StatTrak™ AWP | Phobos (Well-Worn): $139.44 (14)
StatTrak™ AUG | Fleet Flock (Factory New): $139.44 (7)
StatTrak™ USP-S | Overgrowth (Battle-Scarred): $139.32 (4)
Sticker | Kjaerbye | Boston 2018: $139.24 (59)
Sticker | Flipsid3 Tactics | Cologne 2015: $139.23 (17)
P2000 | Coach Class (Factory New): $139.16 (7)
StatTrak™ M4A1-S | Mecha Industries (Well-Worn): $139.08 (2)
StatTrak™ MP7 | Urban Hazard (Minimal Wear): $139.02 (331)
Sticker | pashaBiceps (Foil) | Cologne 2016: $138.85 (5)
Five-SeveN | Jungle (Field-Tested): $138.65 (59)
MP9 | Airlock (Minimal Wear): $138.57 (31)
Tec-9 | Titanium Bit (Factory New): $138.50 (25)
CZ75-Auto | Yellow Jacket (Well-Worn): $138.27 (33)
StatTrak™ SG 553 | Wave Spray (Battle-Scarred): $138.13 (19)
StatTrak™ AUG | Chameleon (Minimal Wear): $138.04 (17)
Autograph Capsule | mousesports | MLG Columbus 2016: $138.04 (17)
Sticker | shox | Cluj-Napoca 2015: $137.79 (9)
Sticker | Xyp9x (Foil) | Cologne 2016: $137.62 (7)
ESL One Katowice 2015 Dust II Souvenir Package: $137.58 (3)
Souvenir AK-47 | Safari Mesh (Field-Tested): $137.37 (19)
UMP-45 | Urban DDPAT (Field-Tested): $137.25 (13,725)
StatTrak™ M249 | Emerald Poison Dart (Minimal Wear): $137.24 (47)
Sticker | freakazoid (Foil) | Cluj-Napoca 2015: $136.96 (4)
M4A4 | Buzz Kill (Factory New): $136.80 (5)
Souvenir Tec-9 | Groundwater (Minimal Wear): $136.80 (2)
SSG 08 | Ghost Crusader (Field-Tested): $136.77 (291)
StatTrak™ M4A4 | Hellfire (Battle-Scarred): $136.74 (2)
Sticker | olofmeister (Foil) | Boston 2018: $136.68 (12)
SCAR-20 | Army Sheen (Field-Tested): $136.62 (66)
Sticker | kRYSTAL | Krakow 2017: $136.62 (99)
Sticker | freakazoid | Cologne 2015: $136.56 (24)
StatTrak™ UMP-45 | Riot (Field-Tested): $136.35 (505)
AUG | Daedalus (Well-Worn): $136.32 (32)
Sticker | Edward | Boston 2018: $136.17 (89)
MAG-7 | Sand Dune (Field-Tested): $136.16 (74)
Dual Berettas | Moon in Libra (Battle-Scarred): $136.08 (24)
Sticker | WorldEdit (Foil) | Krakow 2017: $135.96 (6)
Sticker | NBK- (Foil) | Cluj-Napoca 2015: $135.96 (4)
MAC-10 | Commuter (Well-Worn): $135.85 (11)
Train Pin: $135.83 (47)
P250 | Undertow (Field-Tested): $135.76 (4)
Souvenir P2000 | Amber Fade (Field-Tested): $135.70 (10)
Office Pin: $135.49 (17)
Sticker | Natus Vincere | Cologne 2016: $135.45 (45)
Sticker | kennyS | MLG Columbus 2016: $135.41 (11)
CZ75-Auto | Victoria (Field-Tested): $135.36 (32)
Sticker | fer | Cologne 2016: $135.36 (32)
Sawed-Off | Orange DDPAT (Factory New): $135.36 (4)
Sticker | devoduvek | Boston 2018: $135.28 (19)
P2000 | Fire Elemental (Well-Worn): $135.12 (12)
PP-Bizon | Modern Hunter (Field-Tested): $135.00 (5)
M249 | Impact Drill (Battle-Scarred): $134.90 (71)
Sticker | apEX (Foil) | Cluj-Napoca 2015: $134.65 (5)
P2000 | Grassland Leaves (Battle-Scarred): $134.64 (9)
Sticker | Gambit Esports | Boston 2018: $134.62 (106)
StatTrak™ SSG 08 | Ghost Crusader (Field-Tested): $134.55 (69)
Tec-9 | Cut Out (Factory New): $134.33 (19)
M4A1-S | VariCamo (Field-Tested): $134.13 (263)
StatTrak™ Galil AR | Orange DDPAT (Well-Worn): $134.10 (5)
PP-Bizon | Sand Dashed (Field-Tested): $134.03 (13,403)
Sticker | XANTARES (Foil) | Boston 2018: $133.92 (8)
StatTrak™ MP9 | Rose Iron (Minimal Wear): $133.56 (12)
FAMAS | Hexane (Minimal Wear): $133.56 (28)
Sticker | zehN | Boston 2018: $133.50 (89)
StatTrak™ Galil AR | Stone Cold (Field-Tested): $133.48 (47)
MP7 | Forest DDPAT (Field-Tested): $133.45 (13,345)
StatTrak™ P90 | Virus (Minimal Wear): $133.44 (32)
FAMAS | Djinn (Factory New): $133.38 (13)
M4A4 | Jungle Tiger (Factory New): $133.36 (2)
MAC-10 | Silver (Factory New): $133.32 (1,212)
P90 | Blind Spot (Field-Tested): $133.28 (14)
StatTrak™ FAMAS | Sergeant (Minimal Wear): $133.21 (11)
StatTrak™ Music Kit | Beartooth, Disgusting: $133.20 (36)
StatTrak™ Galil AR | Stone Cold (Minimal Wear): $133.00 (20)
Desert Eagle | Naga (Field-Tested): $132.84 (108)
StatTrak™ Five-SeveN | Triumvirate (Factory New): $132.84 (18)
StatTrak™ AWP | Fever Dream (Well-Worn): $132.72 (8)
Cologne 2016 Dust II Souvenir Package: $132.60 (3)
PP-Bizon | Modern Hunter (Minimal Wear): $132.52 (2)
Sticker | Spiidi | Boston 2018: $132.48 (64)
M4A4 | Jungle Tiger (Field-Tested): $132.37 (31)
Sticker | Kaze | Boston 2018: $132.33 (33)
SCAR-20 | Contractor (Field-Tested): $132.32 (13,232)
SCAR-20 | Cardiac (Factory New): $132.21 (13)
StatTrak™ Desert Eagle | Heirloom (Minimal Wear): $132.16 (8)
Sticker | ScreaM | Boston 2018: $132.12 (6)
StatTrak™ PP-Bizon | Antique (Well-Worn): $132.11 (11)
Souvenir Glock-18 | Reactor (Field-Tested): $132.11 (11)
Sticker | Snax | Cologne 2015: $132.03 (27)
PP-Bizon | High Roller (Factory New): $132.00 (12)
Sticker | G2 Esports (Holo) | Atlanta 2017: $131.96 (2)
AK-47 | Safari Mesh (Field-Tested): $131.52 (2,192)
AK-47 | Jungle Spray (Well-Worn): $131.52 (24)
Five-SeveN | Triumvirate (Factory New): $131.48 (38)
Sticker | kRYSTAL (Foil) | Boston 2018: $131.46 (14)
Sticker | Golden | Boston 2018: $131.34 (66)
M249 | Nebula Crusader (Minimal Wear): $131.32 (49)
AUG | Daedalus (Battle-Scarred): $131.22 (27)
XM1014 | Red Leather (Field-Tested): $131.08 (4)
Sticker | Xyp9x | Cluj-Napoca 2015: $131.04 (42)
Five-SeveN | Nitro (Battle-Scarred): $130.70 (5)
CZ75-Auto | Twist (Field-Tested): $130.68 (54)
Sticker | PENTA Sports (Foil) | Krakow 2017: $130.68 (11)
Sticker | electronic | Boston 2018: $130.68 (66)
Sticker | jkaem | Cluj-Napoca 2015: $130.62 (14)
UMP-45 | Carbon Fiber (Factory New): $130.57 (1,187)
XM1014 | Tranquility (Field-Tested): $130.56 (24)
StatTrak™ MAG-7 | Heat (Minimal Wear): $130.56 (51)
Souvenir AUG | Radiation Hazard (Minimal Wear): $130.56 (51)
MAG-7 | Hard Water (Field-Tested): $130.40 (40)
Nova | Hyper Beast (Well-Worn): $130.30 (5)
StatTrak™ Desert Eagle | Directive (Battle-Scarred): $130.20 (93)
P250 | Red Rock (Battle-Scarred): $130.18 (23)
MP9 | Setting Sun (Well-Worn): $130.08 (24)
Sticker | innocent | Boston 2018: $130.05 (85)
Sticker | ESL (Foil) | Cologne 2016: $130.00 (13)
Sticker | Zeus (Foil) | Cologne 2016: $129.92 (8)
StatTrak™ MAC-10 | Malachite (Battle-Scarred): $129.87 (39)
StatTrak™ M4A4 | Faded Zebra (Minimal Wear): $129.75 (25)
StatTrak™ MAC-10 | Curse (Factory New): $129.64 (7)
SSG 08 | Dragonfire (Battle-Scarred): $129.61 (13)
Souvenir P250 | Contamination (Minimal Wear): $129.60 (81)
G3SG1 | Desert Storm (Field-Tested): $129.51 (12,951)
StatTrak™ SSG 08 | Death's Head (Field-Tested): $129.50 (10)
Autograph Capsule | Counter Logic Gaming | Cologne 2015: $129.40 (10)
PP-Bizon | Bamboo Print (Factory New): $129.36 (24)
StatTrak™ MP7 | Urban Hazard (Factory New): $129.28 (202)
Dual Berettas | Colony (Field-Tested): $129.26 (12,926)
StatTrak™ Dual Berettas | Retribution (Factory New): $129.20 (19)
Nova | Walnut (Field-Tested): $129.20 (85)
Sticker | Gambit Gaming | MLG Columbus 2016: $129.15 (63)
CZ75-Auto | Hexane (Factory New): $128.73 (21)
Tec-9 | Re-Entry (Minimal Wear): $128.70 (234)
Autograph Capsule | Natus Vincere | Cologne 2015: $128.70 (26)
Souvenir P2000 | Amber Fade (Factory New): $128.52 (4)
Souvenir AK-47 | Safari Mesh (Minimal Wear): $128.40 (8)
Boston 2018 Inferno Souvenir Package: $128.40 (10)
SSG 08 | Blue Spruce (Field-Tested): $128.35 (12,835)
Sticker | jks (Foil) | Boston 2018: $128.25 (3)
StatTrak™ Galil AR | Orange DDPAT (Battle-Scarred): $128.25 (5)
Souvenir XM1014 | Blue Steel (Minimal Wear): $128.24 (2)
Sticker | NBK- | MLG Columbus 2016: $128.20 (20)
StatTrak™ USP-S | Serum (Field-Tested): $128.19 (3)
AUG | Aristocrat (Field-Tested): $128.03 (217)
Sticker | mir | Boston 2018: $127.98 (81)
M249 | Contrast Spray (Field-Tested): $127.92 (246)
Sticker | flusha (Foil) | Cologne 2016: $127.90 (5)
Sticker | GeT_RiGhT (Foil) | Cluj-Napoca 2015: $127.89 (9)
StatTrak™ R8 Revolver | Fade (Minimal Wear): $127.88 (4)
Sticker | Astralis (Foil) | Boston 2018: $127.83 (3)
Sticker | Attacker (Foil) | Boston 2018: $127.80 (10)
AK-47 | Point Disarray (Well-Worn): $127.79 (13)
StatTrak™ P90 | Desert Warfare (Battle-Scarred): $127.79 (13)
Sticker | Maniac (Foil) | Cologne 2015: $127.62 (3)
P90 | Chopper (Minimal Wear): $127.28 (172)
Sticker | innocent | Krakow 2017: $127.20 (106)
StatTrak™ Tec-9 | Jambiya (Factory New): $127.08 (36)
AUG | Fleet Flock (Battle-Scarred): $127.02 (87)
Sticker | tarik | Atlanta 2017: $126.99 (9)
P90 | Scorched (Battle-Scarred): $126.81 (9)
Sticker | byali (Foil) | Cologne 2016: $126.75 (15)
Sticker | FugLy | Cluj-Napoca 2015: $126.70 (10)
Sticker | byali | Cologne 2015: $126.70 (35)
StatTrak™ CZ75-Auto | Xiangliu (Field-Tested): $126.56 (8)
StatTrak™ Five-SeveN | Hyper Beast (Battle-Scarred): $126.46 (2)
Souvenir MAC-10 | Indigo (Field-Tested): $126.38 (89)
StatTrak™ UMP-45 | Labyrinth (Factory New): $126.27 (183)
MP9 | Deadly Poison (Minimal Wear): $126.06 (191)
Autograph Capsule | Luminosity Gaming | Cologne 2015: $125.92 (16)
Nova | Polar Mesh (Field-Tested): $125.88 (12,588)
Sticker | PGL (Holo) | Krakow 2017: $125.86 (31)
Glock-18 | Reactor (Battle-Scarred): $125.82 (27)
AWP | Pit Viper (Field-Tested): $125.80 (740)
Sticker | Fnatic | Boston 2018: $125.80 (74)
Souvenir XM1014 | Bone Machine (Factory New): $125.65 (7)
CZ75-Auto | Yellow Jacket (Minimal Wear): $125.46 (17)
M4A4 | Faded Zebra (Minimal Wear): $125.40 (22)
Glock-18 | Blue Fissure (Field-Tested): $125.40 (110)
Sticker | pashaBiceps (Foil) | Cologne 2015: $125.40 (4)
StatTrak™ SSG 08 | Big Iron (Battle-Scarred): $125.36 (8)
Souvenir Desert Eagle | Urban Rubble (Minimal Wear): $125.29 (17)
StatTrak™ Tec-9 | Titanium Bit (Field-Tested): $125.29 (11)
StatTrak™ USP-S | Stainless (Well-Worn): $125.20 (8)
StatTrak™ M4A4 | The Battlestar (Field-Tested): $125.10 (10)
Sticker | Hiko (Foil) | Cologne 2016: $125.04 (4)
Sticker | Ninjas in Pyjamas (Foil) | Cologne 2015: $125.00 (10)
Galil AR | Firefight (Minimal Wear): $124.96 (176)
Dual Berettas | Panther (Field-Tested): $124.80 (104)
StatTrak™ PP-Bizon | Water Sigil (Field-Tested): $124.74 (21)
AWP | Mortis (Factory New): $124.74 (21)
Sticker | FalleN (Foil) | Cluj-Napoca 2015: $124.70 (5)
★ Hydra Gloves | Rattler (Field-Tested): $124.54 (2)
StatTrak™ AUG | Aristocrat (Factory New): $124.52 (22)
Souvenir Dual Berettas | Briar (Factory New): $124.50 (75)
Sticker | Ex6TenZ | Cluj-Napoca 2015: $124.41 (11)
Sawed-Off | Mosaico (Factory New): $124.24 (4)
StatTrak™ Dual Berettas | Panther (Well-Worn): $124.00 (50)
Glock-18 | Blue Fissure (Factory New): $123.96 (6)
Sticker | stanislaw (Foil) | Atlanta 2017: $123.96 (3)
Souvenir UMP-45 | Indigo (Field-Tested): $123.82 (151)
Sticker | Drug War Veteran: $123.82 (151)
Sawed-Off | The Kraken (Minimal Wear): $123.75 (33)
Sticker | Astralis (Holo) | Boston 2018: $123.75 (3)
StatTrak™ P250 | Cartel (Battle-Scarred): $123.64 (11)
StatTrak™ Tec-9 | Avalanche (Factory New): $123.60 (10)
Sticker | Counter Logic Gaming | Cologne 2015: $123.28 (23)
MAG-7 | Heaven Guard (Factory New): $123.12 (171)
Desert Eagle | Crimson Web (Battle-Scarred): $123.12 (18)
Dual Berettas | Retribution (Minimal Wear): $123.12 (6)
StatTrak™ Dual Berettas | Urban Shock (Minimal Wear): $122.82 (23)
Sticker | BIG | Boston 2018: $122.67 (87)
Sticker | WorldEdit | Boston 2018: $122.55 (57)
StatTrak™ UMP-45 | Labyrinth (Field-Tested): $122.50 (490)
Autograph Capsule | Fnatic | Cologne 2016: $122.49 (9)
P250 | Franklin (Field-Tested): $122.36 (266)
StatTrak™ Five-SeveN | Urban Hazard (Field-Tested): $122.20 (65)
Nova | Predator (Field-Tested): $122.08 (12,208)
Galil AR | Eco (Battle-Scarred): $122.08 (56)
Sticker | allu | Cluj-Napoca 2015: $122.07 (39)
Sticker | mou (Foil) | Cologne 2016: $122.00 (8)
Cobblestone Pin: $121.86 (18)
Souvenir Five-SeveN | Orange Peel (Factory New): $121.83 (3)
StatTrak™ Glock-18 | Catacombs (Battle-Scarred): $121.69 (43)
StatTrak™ Tec-9 | Jambiya (Field-Tested): $121.59 (193)
FAMAS | Djinn (Battle-Scarred): $121.55 (85)
USP-S | Torque (Well-Worn): $121.55 (187)
StatTrak™ Five-SeveN | Violent Daimyo (Factory New): $121.55 (55)
MAG-7 | Heat (Factory New): $121.50 (45)
SSG 08 | Abyss (Minimal Wear): $121.44 (264)
Sticker | Ninjas in Pyjamas (Foil) | Cologne 2016: $121.44 (8)
Five-SeveN | Capillary (Minimal Wear): $121.42 (467)
StatTrak™ P2000 | Handgun (Factory New): $121.33 (11)
StatTrak™ Tec-9 | Re-Entry (Minimal Wear): $121.18 (83)
Sticker | Boombl4 | Boston 2018: $121.10 (10)
MP7 | Army Recon (Field-Tested): $121.06 (12,106)
Sticker | pronax | Cluj-Napoca 2015: $121.05 (45)
Sticker | GeT_RiGhT (Foil) | MLG Columbus 2016: $121.00 (10)
Sticker | Team SoloMid | Cluj-Napoca 2015: $120.87 (79)
StatTrak™ AUG | Chameleon (Field-Tested): $120.84 (19)
Sticker | allu (Foil) | Atlanta 2017: $120.75 (5)
Souvenir UMP-45 | Blaze (Minimal Wear): $120.56 (4)
Sticker | Snax (Foil) | MLG Columbus 2016: $120.51 (9)
Sticker | cajunb (Foil) | Cologne 2016: $120.48 (6)
Sticker | Team Immunity (Foil) | Cologne 2015: $120.33 (9)
Nova | Bloomstick (Field-Tested): $120.25 (13)
StatTrak™ Galil AR | Sandstorm (Field-Tested): $120.24 (72)
Tec-9 | Ice Cap (Minimal Wear): $120.15 (445)
StatTrak™ P2000 | Red FragCam (Factory New): $120.15 (27)
StatTrak™ Glock-18 | Wraiths (Factory New): $120.12 (26)
G3SG1 | Jungle Dashed (Field-Tested): $119.94 (11,994)
Autograph Capsule | Team Liquid | Atlanta 2017: $119.91 (7)
Sticker | tarik (Foil) | MLG Columbus 2016: $119.88 (6)
SG 553 | Traveler (Well-Worn): $119.85 (15)
Souvenir AUG | Contractor (Minimal Wear): $119.70 (3)
Galil AR | Winter Forest (Field-Tested): $119.70 (15)
StatTrak™ UMP-45 | Metal Flowers (Minimal Wear): $119.52 (24)
Cologne 2016 Train Souvenir Package: $119.36 (8)
StatTrak™ G3SG1 | Flux (Field-Tested): $119.35 (7)
StatTrak™ CZ75-Auto | Twist (Field-Tested): $119.34 (54)
Sticker | cajunb | Boston 2018: $119.34 (54)
Sticker | Edward | Krakow 2017: $119.32 (76)
Souvenir M4A4 | Urban DDPAT (Field-Tested): $119.28 (28)
Desert Eagle | Meteorite (Minimal Wear): $119.26 (178)
Negev | Terrain (Factory New): $119.14 (161)
StatTrak™ M4A4 | The Battlestar (Minimal Wear): $119.14 (7)
P250 | Facets (Factory New): $119.12 (4)
Dual Berettas | Anodized Navy (Minimal Wear): $119.02 (22)
M4A4 | Hellfire (Battle-Scarred): $119.01 (3)
M4A4 | Faded Zebra (Factory New): $118.86 (6)
SSG 08 | Dragonfire (Well-Worn): $118.80 (12)
PP-Bizon | High Roller (Minimal Wear): $118.75 (25)
Sticker | Happy | Cologne 2015: $118.65 (35)
FAMAS | Sergeant (Battle-Scarred): $118.56 (52)
AWP | Mortis (Field-Tested): $118.50 (75)
Sticker | pashaBiceps | MLG Columbus 2016: $118.43 (13)
Sticker | autimatic | Boston 2018: $118.30 (26)
StatTrak™ Glock-18 | Weasel (Minimal Wear): $118.16 (56)
Sticker | Misfits Gaming | Boston 2018: $118.15 (85)
DreamHack Cluj-Napoca 2015 Mirage Souvenir Package: $118.11 (3)
Souvenir P250 | Metallic DDPAT (Factory New): $118.08 (48)
Sticker | Flipsid3 Tactics (Holo) | Krakow 2017: $118.00 (8)
Sticker | Snax | Cluj-Napoca 2015: $117.99 (23)
Sticker | apEX | Boston 2018: $117.97 (47)
Sticker | gla1ve (Foil) | Krakow 2017: $117.96 (12)
Sticker | Hiko | Atlanta 2017: $117.74 (14)
StatTrak™ SSG 08 | Necropos (Field-Tested): $117.70 (214)
StatTrak™ Five-SeveN | Monkey Business (Battle-Scarred): $117.48 (33)
Sticker | Gambit Gaming (Holo) | MLG Columbus 2016: $117.48 (22)
StatTrak™ P2000 | Handgun (Field-Tested): $117.45 (87)
SSG 08 | Death's Head (Well-Worn): $117.44 (16)
MAC-10 | Last Dive (Minimal Wear): $117.30 (69)
StatTrak™ CZ75-Auto | Xiangliu (Minimal Wear): $117.12 (6)
XM1014 | Blaze Orange (Minimal Wear): $117.12 (3)
Five-SeveN | Hot Shot (Well-Worn): $117.04 (56)
Sticker | jdm64 | Cologne 2016: $116.96 (34)
SSG 08 | Necropos (Field-Tested): $116.85 (205)
Souvenir Glock-18 | Reactor (Well-Worn): $116.85 (15)
Sticker | Summer (Foil) | Boston 2018: $116.84 (4)
Sticker | Ninjas in Pyjamas (Holo) | Cologne 2016: $116.82 (18)
CZ75-Auto | Pole Position (Minimal Wear): $116.82 (118)
FAMAS | Roll Cage (Factory New): $116.80 (10)
Desert Eagle | Pilot (Well-Worn): $116.70 (2)
Souvenir P250 | Gunsmoke (Field-Tested): $116.59 (89)
SSG 08 | Mayan Dreams (Minimal Wear): $116.55 (21)
SSG 08 | Sand Dune (Minimal Wear): $116.55 (15)
Sticker | Ninjas in Pyjamas (Foil) | Katowice 2015: $116.42 (2)
Sticker | wayLander (Foil) | Boston 2018: $116.38 (23)
MAC-10 | Graven (Factory New): $116.28 (3)
StatTrak™ CZ75-Auto | Yellow Jacket (Minimal Wear): $116.16 (8)
StatTrak™ MP9 | Deadly Poison (Minimal Wear): $116.07 (73)
StatTrak™ Dual Berettas | Cobra Strike (Battle-Scarred): $116.04 (2)
Sticker | nex (Foil) | Cologne 2015: $115.94 (11)
Sticker | Hiko | MLG Columbus 2016: $115.94 (22)
StatTrak™ Galil AR | Shattered (Field-Tested): $115.94 (17)
PP-Bizon | Modern Hunter (Battle-Scarred): $115.70 (13)
Music Kit | Various Artists, Hotline Miami: $115.64 (49)
StatTrak™ P2000 | Handgun (Minimal Wear): $115.50 (42)
Sticker | BIG (Foil) | Krakow 2017: $115.50 (11)
Sticker | chrisJ (Foil) | Cologne 2016: $115.41 (3)
MAG-7 | Sand Dune (Factory New): $115.35 (5)
StatTrak™ Galil AR | Kami (Field-Tested): $115.32 (62)
Souvenir MAC-10 | Candy Apple (Minimal Wear): $115.29 (21)
Sticker | chopper | Boston 2018: $115.28 (88)
StatTrak™ MAG-7 | Heat (Field-Tested): $115.26 (113)
Sealed Graffiti | FaZe Clan | Atlanta 2017: $115.24 (43)
StatTrak™ Glock-18 | Wasteland Rebel (Field-Tested): $115.10 (10)
Sticker | Hyper (Foil) | Cluj-Napoca 2015: $115.02 (6)
FAMAS | Spitfire (Well-Worn): $115.00 (4)
StatTrak™ FAMAS | Doomkitty (Minimal Wear): $114.92 (26)
Dual Berettas | Panther (Factory New): $114.92 (52)
P250 | Sand Dune (Field-Tested): $114.89 (11,489)
Sticker | Team EnVyUs (Foil) | Atlanta 2017: $114.86 (2)
Sticker | LUCAS1 (Foil) | Boston 2018: $114.72 (2)
Sticker | mou (Foil) | Krakow 2017: $114.66 (13)
MAG-7 | Hard Water (Factory New): $114.18 (33)
Sticker | Spiidi (Foil) | Cologne 2016: $114.15 (3)
Sticker | karrigan (Foil) | Boston 2018: $114.12 (9)
StatTrak™ M4A4 | Zirka (Well-Worn): $114.00 (2)
Sticker | apEX | Atlanta 2017: $114.00 (25)
Sticker | reltuC (Foil) | Cologne 2016: $114.00 (4)
Sticker | SK Gaming (Foil) | Boston 2018: $114.00 (2)
M4A4 | Radiation Hazard (Battle-Scarred): $114.00 (4)
Sticker | G2 Esports (Holo) | Krakow 2017: $113.88 (12)
StatTrak™ Nova | Bloomstick (Well-Worn): $113.86 (2)
Souvenir MAC-10 | Nuclear Garden (Field-Tested): $113.80 (20)
Sticker | kioShiMa (Foil) | Cologne 2015: $113.72 (4)
StatTrak™ Dual Berettas | Cobra Strike (Well-Worn): $113.72 (2)
StatTrak™ P250 | Red Rock (Field-Tested): $113.70 (10)
Sticker | ScreaM | MLG Columbus 2016: $113.70 (3)
Sticker | hazed (Foil) | Cologne 2016: $113.65 (5)
StatTrak™ Music Kit | Skog, II-Headshot: $113.61 (21)
Nova | Hyper Beast (Battle-Scarred): $113.44 (8)
StatTrak™ P250 | Valence (Field-Tested): $113.40 (540)
Sticker | byali (Foil) | Cluj-Napoca 2015: $113.30 (5)
MAG-7 | Storm (Factory New): $113.30 (10)
StatTrak™ Negev | Terrain (Field-Tested): $113.28 (177)
UMP-45 | Bone Pile (Field-Tested): $113.26 (14)
StatTrak™ P90 | Asiimov (Battle-Scarred): $113.05 (7)
FAMAS | Roll Cage (Field-Tested): $112.86 (57)
StatTrak™ M4A1-S | Leaded Glass (Field-Tested): $112.80 (12)
Chroma Pin: $112.77 (9)
StatTrak™ AUG | Bengal Tiger (Minimal Wear): $112.74 (6)
XM1014 | Heaven Guard (Factory New): $112.64 (11)
StatTrak™ P2000 | Red FragCam (Minimal Wear): $112.54 (34)
StatTrak™ AK-47 | The Empress (Well-Worn): $112.22 (2)
Sticker | karrigan | Boston 2018: $112.20 (44)
USP-S | Stainless (Battle-Scarred): $112.00 (32)
SG 553 | Army Sheen (Minimal Wear): $111.95 (11,195)
Sticker | keshandr | Boston 2018: $111.84 (24)
StatTrak™ Desert Eagle | Bronze Deco (Battle-Scarred): $111.74 (37)
Sticker | Happy (Foil) | Cologne 2015: $111.72 (7)
SCAR-20 | Crimson Web (Factory New): $111.68 (8)
StatTrak™ Dual Berettas | Marina (Field-Tested): $111.54 (13)
MAG-7 | Heaven Guard (Minimal Wear): $111.51 (189)
Sticker | Gambit (Foil) | Krakow 2017: $111.44 (14)
Souvenir P90 | Storm (Minimal Wear): $111.32 (46)
Sticker | Natus Vincere | Cologne 2014: $111.32 (11)
Sticker | Zeus | Cluj-Napoca 2015: $111.32 (23)
Tec-9 | Titanium Bit (Minimal Wear): $111.12 (24)
Sticker | steel (Foil) | Krakow 2017: $111.12 (8)
StatTrak™ Desert Eagle | Corinthian (Minimal Wear): $111.10 (55)
Sticker | SmithZz | Cologne 2015: $111.10 (10)
Autograph Capsule | Team SoloMid | Cluj-Napoca 2015: $111.09 (23)
Sticker | flamie | Boston 2018: $111.00 (60)
Sticker | GruBy | Cologne 2015: $110.90 (5)
Sticker | pronax (Foil) | Atlanta 2017: $110.70 (6)
Sticker | Fnatic (Foil) | Boston 2018: $110.64 (3)
Music Kit | Feed Me, High Noon: $110.63 (37)
Souvenir P90 | Fallout Warning (Minimal Wear): $110.63 (13)
Galil AR | Shattered (Minimal Wear): $110.37 (13)
Souvenir AUG | Radiation Hazard (Field-Tested): $110.36 (89)
Autograph Capsule | FaZe Clan | MLG Columbus 2016: $110.33 (17)
StatTrak™ Negev | Dazzle (Field-Tested): $110.32 (394)
StatTrak™ Nova | Rising Skull (Factory New): $110.32 (8)
StatTrak™ FAMAS | Valence (Factory New): $110.32 (8)
M249 | Emerald Poison Dart (Factory New): $110.29 (41)
StatTrak™ MP9 | Deadly Poison (Field-Tested): $110.16 (136)
